,live_room_id,time,live_start_time,compass_id,year_month,EnterCnt_s,OnlineCnt_s,LeaveCnt_s,ShowCnt_s,WatchRatio_s,ShowCnt_l,WatchCnt_l,WatchRatio_l,WatchConvRatio_l,ConvCnt_s,ConvAmt_s,ConvOrder_s,RepeatRatio_s,GPM_s,GPM_l,RepeatRatio_l,ClickRatio_l,ConvAmt_l,FollowCnt_s,ComCnt_s,ClubCnt_s,FollowRatio_s,InterRatio_s,StayTime_l,FollowRatio_l,AvgComCnt_l,InterRatio_l
915,ROOM_0002,2025-01-02 07:19:00,2025-01-02 05:00:42,1317,2307,209.0,178.0,205.0,1609.0,0.1578620261031696,176495.0,23938.0,0.1504971812232641,0.027655,4,199.96,4,0.2030201342281881,124.2759,351.3292,0.1881188118811881,0.1800356506238859,62007.85,0.0,8.0,1.0,0.0196850393700787,0.0196850393700778,32.0,0.0137856128331523,0.0081878185312056,3.0
916,ROOM_0002,2025-01-02 07:20:00,2025-01-02 05:00:42,1317,2307,221.0,179.0,215.0,1696.0,0.0542452830188679,178191.0,24030.0,0.1496315751076092,0.027715,4,199.96,4,0.2499999999999982,117.9009,349.1075,0.1889250814332247,0.1810141509433962,62207.81,2.0,2.0,0.0,0.0,0.0,32.0,0.013732833957553,0.0081564710778193,3.0
917,ROOM_0002,2025-01-02 07:21:00,2025-01-02 05:00:42,1317,2307,213.0,173.0,221.0,1736.0,0.0950460829493087,179927.0,24195.0,0.1492772068672294,0.02765,3,89.97,3,1.0,51.826,346.2392,0.1915584415584415,0.1793826441467676,62297.78,2.0,7.0,0.0,0.006060606060606,0.0121212121212203,32.0,0.0137218433560653,0.0081421781359785,3.0
918,ROOM_0002,2025-01-02 07:22:00,2025-01-02 05:00:42,1317,2307,208.0,167.0,211.0,1696.0,0.097877358490566,181623.0,24361.0,0.1489238697742026,0.028242,19,2469.81,19,0.0,1456.2559,356.6046,0.1884984025559105,0.1798850574712643,64767.59,1.0,4.0,2.0,0.0120481927710843,0.0060240963855342,32.0,0.0136693895981281,0.0081687943844669,3.0
919,ROOM_0002,2025-01-02 07:23:00,2025-01-02 05:00:42,1317,2307,225.0,176.0,202.0,2532.0,0.0750394944707741,184155.0,24551.0,0.1480437674784828,0.028145,3,89.97,3,0.1999999999999985,35.5332,352.1901,0.1886792452830188,0.1803743618831537,64857.56,1.0,0.0,2.0,0.0105263157894736,0.0105263157894703,32.0,0.0136450653741191,0.0081870392244715,3.0
920,ROOM_0002,2025-01-02 07:24:00,2025-01-02 05:00:42,1317,2307,267.0,184.0,241.0,1086.0,0.1675874769797421,185241.0,24733.0,0.1483041011439152,0.0281,4,119.96,4,0.0,110.4604,350.7729,0.186335403726708,0.1819209039548022,64977.52,5.0,5.0,1.0,0.0054945054945054,0.0219780219780269,32.0,0.0137063841830752,0.0081672259733958,3.0
921,ROOM_0002,2025-01-02 07:25:00,2025-01-02 05:00:42,1317,2307,263.0,199.0,272.0,1774.0,0.104847801578354,187015.0,24919.0,0.1480148651177713,0.028011,3,149.97,3,0.0,84.5378,348.2474,0.1840490797546012,0.1817162086371284,65127.49,0.0,4.0,0.0,0.0053763440860215,0.010752688172043,32.0,0.0136843372526987,0.0081463943175889,3.0
922,ROOM_0002,2025-01-02 07:26:00,2025-01-02 05:00:42,1317,2307,251.0,186.0,254.0,1832.0,0.1058951965065502,188847.0,25113.0,0.1477439408621794,0.027954,4,199.96,4,0.1954425942155992,109.1485,345.9279,0.1842900302114803,0.1840934371523915,65327.45,2.0,1.0,0.0,0.0206185567010309,0.0309278350515393,32.0,0.0138175446979651,0.0082427428025325,3.0
923,ROOM_0002,2025-01-02 07:27:00,2025-01-02 05:00:42,1317,2307,248.0,198.0,235.0,2672.0,0.1163922155688622,191519.0,25424.0,0.1475310543601418,0.028202,15,2249.85,15,1.0658141036401504e-14,842.0097,352.8491,0.1831831831831832,0.1833700440528634,67577.3,1.0,1.0,2.0,0.0064308681672025,0.01607717041801,32.0,0.013845185651353,0.0082205789804908,3.0
924,ROOM_0002,2025-01-02 07:28:00,2025-01-02 05:00:42,1317,2307,281.0,194.0,285.0,1594.0,0.06900878293601,193113.0,25534.0,0.1469709444729252,0.028198,3,149.97,3,0.0606965174129285,94.0841,350.7132,0.1820895522388059,0.1838074398249453,67727.27,1.0,3.0,2.0,0.009090909090909,0.0181818181818156,32.0,0.0138638677841309,0.0082243283465183,3.0
925,ROOM_0002,2025-01-02 07:29:00,2025-01-02 05:00:42,1317,2307,271.0,183.0,289.0,1065.0,0.1868544600938967,194178.0,25733.0,0.1472978401260699,0.028213,6,299.94,6,0.0,281.6338,350.3343,0.1794117647058823,0.1844818231144872,68027.21,3.0,2.0,1.0,0.0,0.0050251256281369,32.0,0.0137955154859518,0.008160727470563,3.0
926,ROOM_0002,2025-01-02 07:30:00,2025-01-02 05:00:42,1317,2307,275.0,171.0,284.0,1689.0,0.1409117821195974,195867.0,25971.0,0.147395937038909,0.028108,4,199.96,4,1.7763568394002505e-15,118.3896,348.3342,0.1773255813953488,0.1845493562231759,68227.17,4.0,4.0,1.0,0.0042016806722689,0.0126050420168146,32.0,0.0137846059065881,0.008124446498017,3.0
927,ROOM_0002,2025-01-02 07:31:00,2025-01-02 05:00:42,1317,2307,215.0,162.0,206.0,1804.0,0.1352549889135255,197671.0,26215.0,0.147431843821299,0.027999,4,199.96,4,0.0,110.8426,346.1668,0.1768115942028985,0.1840981856990395,68427.13,4.0,3.0,1.0,0.0245901639344262,0.0122950819672077,32.0,0.0137707419416364,0.0082777036048064,3.0
928,ROOM_0002,2025-01-02 07:32:00,2025-01-02 05:00:42,1317,2307,215.0,174.0,203.0,1812.0,0.1252759381898454,199483.0,26442.0,0.1474010316668588,0.028326,15,2249.85,15,0.3633333333333368,1241.6391,354.3008,0.18,0.1855179704016913,70676.98,2.0,1.0,2.0,0.013215859030837,0.0176211453744455,32.0,0.0138037969896376,0.008320096815672,3.0
929,ROOM_0002,2025-01-02 07:33:00,2025-01-02 05:00:42,1317,2307,203.0,177.0,199.0,1661.0,0.110776640577965,201144.0,26626.0,0.1472527144732132,0.028281,4,199.96,4,0.0,120.3853,352.3691,0.178470254957507,0.1854965843405149,70876.94,1.0,3.0,2.0,0.0163043478260869,0.0054347826087018,32.0,0.0137459625929542,0.0083752722902426,3.0
930,ROOM_0002,2025-01-02 07:34:00,2025-01-02 05:00:42,1317,2307,215.0,182.0,221.0,1570.0,0.1152866242038216,202714.0,26807.0,0.1471432658819815,0.028239,4,199.96,4,0.1166666666666653,127.3631,350.6265,0.1777777777777777,0.1852620653866113,71076.9,0.0,6.0,0.0,0.011049723756906,0.0055248618784605,32.0,0.0136904539858992,0.0083933301003469,3.0
931,ROOM_0002,2025-01-02 07:35:00,2025-01-02 05:00:42,1317,2307,222.0,165.0,212.0,1526.0,0.1153342070773263,204240.0,26983.0,0.1470622796709753,0.028203,4,199.96,4,0.25555555555556,131.0354,348.9858,0.1790633608815427,0.1867283950617284,71276.86,1.0,5.0,0.0,0.0,0.0113636363636366,32.0,0.0136752770262758,0.0083385835526071,3.0
932,ROOM_0002,2025-01-02 07:36:00,2025-01-02 05:00:42,1317,2307,206.0,159.0,216.0,1612.0,0.1203473945409429,205852.0,27177.0,0.1470036725414375,0.028149,4,199.96,4,0.3333333333333286,124.0447,347.2243,0.180327868852459,0.186734693877551,71476.82,0.0,5.0,0.0,0.0051546391752577,0.0051546391752471,32.0,0.0136144533980939,0.0083158553188357,3.0
933,ROOM_0002,2025-01-02 07:37:00,2025-01-02 05:00:42,1317,2307,227.0,165.0,222.0,1575.0,0.1238095238095238,207427.0,27372.0,0.146938440993699,0.02846,14,2099.86,14,3.552713678800501e-15,1333.2444,354.7112,0.1783783783783784,0.1874366767983789,73576.68,3.0,1.0,0.0,0.0,0.0153846153846255,32.0,0.0136270641531492,0.0082566125968142,3.0
934,ROOM_0002,2025-01-02 07:38:00,2025-01-02 05:00:42,1317,2307,256.0,160.0,252.0,2184.0,0.0847069597069597,209611.0,27557.0,0.1464188425225775,0.028414,4,199.96,4,0.4999999999999929,91.5568,351.9693,0.1801075268817204,0.187122736418511,73776.64,0.0,6.0,0.0,0.0054054054054054,0.0108108108108015,32.0,0.013608157636898,0.0082374714228689,3.0
935,ROOM_0002,2025-01-02 07:39:00,2025-01-02 05:00:42,1317,2307,259.0,169.0,252.0,986.0,0.2129817444219067,210597.0,27767.0,0.146811208136868,0.028307,3,89.97,3,0.5,91.2475,350.7486,0.1818181818181818,0.187374749498998,73866.61,0.0,5.0,0.0,0.0095238095238095,1.3534147347811433e-15,32.0,0.0135052400331328,0.0082471999135664,3.0
936,ROOM_0002,2025-01-02 07:40:00,2025-01-02 05:00:42,1317,2307,226.0,165.0,242.0,1627.0,0.1204671173939766,212224.0,27963.0,0.1467600271411339,0.028216,3,89.97,3,0.2857142857142877,55.2981,348.4836,0.1837270341207349,0.189175769612711,73956.58,2.0,3.0,2.0,0.0,0.020408163265311,32.0,0.0135536244322855,0.0081893931266316,3.0
937,ROOM_0002,2025-01-02 07:41:00,2025-01-02 05:00:42,1317,2307,217.0,146.0,230.0,1584.0,0.1085858585858585,213808.0,28135.0,0.1466128489111726,0.02815,3,89.97,3,0.2499999999999964,56.7992,346.3226,0.1844155844155844,0.1902173913043478,74046.55,4.0,1.0,2.0,0.005813953488372,0.0348837209302312,32.0,0.0136840234583259,0.0081748711569219,3.0
938,ROOM_0002,2025-01-02 07:42:00,2025-01-02 05:00:42,1317,2307,218.0,133.0,214.0,1601.0,0.1405371642723298,215409.0,28360.0,0.146711604436212,0.028526,17,2209.83,17,0.0,1380.2811,354.0074,0.1844155844155844,0.1890034364261168,76256.38,2.0,6.0,2.0,0.0044444444444444,0.013333333333327,32.0,0.0136812411847672,0.0081452750352609,3.0
939,ROOM_0002,2025-01-02 07:43:00,2025-01-02 05:00:42,1317,2307,238.0,147.0,220.0,2124.0,0.0823917137476459,217533.0,28535.0,0.1462214928309727,0.028456,3,89.97,3,0.5932642487046635,42.3588,350.9645,0.1865284974093264,0.1888726207906295,76346.35,3.0,3.0,0.0,0.0228571428571428,0.0228571428571454,32.0,0.0137375153320483,0.0082355002628351,3.0
940,ROOM_0002,2025-01-02 07:44:00,2025-01-02 05:00:42,1317,2307,211.0,162.0,199.0,931.0,0.1858216970998926,218464.0,28708.0,0.1465229969239783,0.028389,3,89.97,3,0.0,96.638,349.8806,0.1855670103092783,0.1889266634288489,76436.32,2.0,1.0,1.0,0.0115606936416184,0.0231213872832465,32.0,0.0137940643723004,0.0082555385258464,3.0
941,ROOM_0002,2025-01-02 07:45:00,2025-01-02 05:00:42,1317,2307,205.0,167.0,197.0,1410.0,0.1390070921985815,219874.0,28904.0,0.1465975968054431,0.028301,3,89.97,3,0.2000367251646082,63.8085,348.0461,0.1857506361323155,0.1896966779008184,76526.29,3.0,3.0,0.0,0.0153061224489795,0.0,32.0,0.0137005258787711,0.008303349017437,3.0
942,ROOM_0002,2025-01-02 07:46:00,2025-01-02 05:00:42,1317,2307,177.0,160.0,196.0,1442.0,0.1262135922330097,221316.0,29086.0,0.1465732256140541,0.028227,3,89.97,3,0.0,62.3925,346.1849,0.1852791878172588,0.1886973180076628,76616.26,2.0,1.0,1.0,0.0164835164835164,0.0109890109890075,32.0,0.0136835591005982,0.0083545348277521,3.0
943,ROOM_0002,2025-01-02 07:47:00,2025-01-02 05:00:42,1317,2307,196.0,139.0,187.0,1519.0,0.1369321922317314,222835.0,29294.0,0.1466286714385083,0.028641,18,2339.82,18,0.0,1540.3687,354.3253,0.1834170854271356,0.1888941623160892,78956.08,0.0,6.0,0.0,0.0096153846153846,0.0240384615384555,32.0,0.0137570833617805,0.0083634874035638,3.0
944,ROOM_0002,2025-01-02 07:48:00,2025-01-02 05:00:42,1317,2307,196.0,147.0,194.0,1415.0,0.1745583038869258,224250.0,29541.0,0.1469297658862876,0.028503,3,89.97,3,3.552713678800501e-15,63.583,352.4907,0.181592039800995,0.1897121283624351,79046.05,4.0,7.0,0.0,0.0080971659919028,0.0161943319838038,32.0,0.013777461832707,0.008361260620832,3.0
945,ROOM_0002,2025-01-02 07:49:00,2025-01-02 05:00:42,1317,2307,216.0,156.0,196.0,1436.0,0.0501392757660167,225686.0,29613.0,0.1463537835754101,0.028535,3,89.97,3,0.3333333333333286,62.6532,350.6466,0.182716049382716,0.1901408450704225,79136.02,11.0,8.0,2.0,0.0,0.0138888888889054,32.0,0.0137777327525073,0.0083409313477189,3.0
946,ROOM_0002,2025-01-02 07:50:00,2025-01-02 05:00:42,1317,2307,193.0,161.0,205.0,1511.0,0.1032428855062872,227197.0,29769.0,0.1462167194109077,0.028486,3,89.97,3,0.0,59.5433,348.7105,0.1822660098522167,0.1896310135450724,79225.99,7.0,7.0,2.0,0.0448717948717948,0.0256410256410227,32.0,0.0138399005677046,0.0085323658839732,3.0
947,ROOM_0002,2025-01-02 07:51:00,2025-01-02 05:00:42,1317,2307,224.0,155.0,225.0,1475.0,0.1803389830508474,228672.0,30035.0,0.146611740834033,0.028334,3,89.97,3,0.0,60.9966,346.8547,0.1822660098522167,0.1879629629629629,79315.96,3.0,13.0,0.0,0.0526315789473684,0.0375939849624085,33.0,0.0140502746795405,0.0089229232562011,3.0
948,ROOM_0002,2025-01-02 07:52:00,2025-01-02 05:00:42,1317,2307,211.0,151.0,218.0,1582.0,0.0594184576485461,230254.0,30129.0,0.1460647806335612,0.028843,18,2339.82,18,4.736951571734001e-15,1479.0265,354.6335,0.1796116504854369,0.1892512632062471,81655.78,4.0,6.0,0.0,0.0106382978723404,0.0319148936170122,33.0,0.01410601082014,0.0089282750838063,3.0
949,ROOM_0002,2025-01-02 07:53:00,2025-01-02 05:00:42,1317,2307,240.0,157.0,206.0,2300.0,0.077391304347826,232554.0,30307.0,0.1455102900831635,0.028805,4,119.96,4,0.0,52.1565,351.6419,0.1778846153846154,0.1898676403468735,81775.74,0.0,6.0,0.0,0.0280898876404494,0.0280898876404443,33.0,0.0141881413534826,0.0090408156531494,3.0
950,ROOM_0002,2025-01-02 07:54:00,2025-01-02 05:00:42,1317,2307,218.0,175.0,236.0,1020.0,0.1627450980392157,233574.0,30473.0,0.1456883043489429,0.028878,7,209.93,7,0.0,205.8137,351.0051,0.175771971496437,0.191016333938294,81985.67,0.0,7.0,2.0,0.0120481927710843,0.0060240963855497,33.0,0.014143668165261,0.0090571981754339,3.0
951,ROOM_0002,2025-01-02 07:55:00,2025-01-02 05:00:42,1317,2307,215.0,164.0,216.0,1779.0,0.1174817313097245,235353.0,30682.0,0.145577069338398,0.028877,6,179.94,6,1.4210854715202004e-14,101.1467,349.1165,0.1753554502369668,0.1891528462572837,82165.61,2.0,4.0,0.0,0.0,0.0095693779904308,33.0,0.0141125089629098,0.0089955022488755,3.0
952,ROOM_0002,2025-01-02 07:56:00,2025-01-02 05:00:42,1317,2307,181.0,154.0,182.0,1849.0,0.0989724175229854,237202.0,30865.0,0.1453107478014519,0.0289,6,179.94,6,0.0,97.3175,347.1537,0.1741176470588235,0.1893095768374164,82345.55,0.0,5.0,0.0,0.0,0.0109289617486258,33.0,0.0140936335655272,0.0089421675036449,3.0
953,ROOM_0002,2025-01-02 07:57:00,2025-01-02 05:00:42,1317,2307,198.0,150.0,198.0,1748.0,0.1069794050343249,238950.0,31052.0,0.1451140405942665,0.029338,19,2469.81,19,0.0,1412.9348,354.9502,0.1737089201877934,0.1887461231723526,84815.36,0.0,5.0,1.0,0.0106951871657754,0.0213903743315593,33.0,0.0141375756795053,0.0089527244621924,3.0
954,ROOM_0002,2025-01-02 07:58:00,2025-01-02 05:00:42,1317,2307,202.0,152.0,190.0,2501.0,0.0683726509396241,241451.0,31223.0,0.1443978281307594,0.029273,3,89.97,3,0.2857142857142837,35.9736,351.6462,0.1755196304849884,0.1899956121105748,84905.33,4.0,3.0,0.0,0.0,0.0233918128654994,33.0,0.0141882586554783,0.008903692790571,3.0
955,ROOM_0002,2025-01-02 07:59:00,2025-01-02 05:00:42,1317,2307,231.0,170.0,213.0,1134.0,0.1446208112874779,242585.0,31387.0,0.1444730712945977,0.029248,4,119.96,4,9.473903143468002e-15,105.7848,350.4969,0.1743119266055046,0.1901439162668992,85025.29,1.0,3.0,2.0,0.0121951219512195,0.0243902439024282,33.0,0.0142415649791314,0.0089208908146684,3.0
956,ROOM_0002,2025-01-02 08:00:00,2025-01-02 05:00:42,1317,2307,219.0,177.0,214.0,3755.0,0.0974700399467376,246340.0,31753.0,0.143955508646586,0.029005,3,89.97,3,0.0,23.9601,345.5194,0.1723356009070294,0.1901681759379042,85115.26,2.0,3.0,1.0,0.0081967213114754,0.0245901639344305,33.0,0.0143608477939092,0.0089125436966585,3.0
957,ROOM_0002,2025-01-02 08:01:00,2025-01-02 05:00:42,1317,2307,201.0,172.0,216.0,0.0,0.0,246340.0,31753.0,0.143955508646586,0.0291,3,89.97,3,0.0,0.0,345.8847,0.171945701357466,0.1903531438415159,85205.23,1.0,7.0,1.0,0.0,0.0,33.0,0.0143608477939092,0.0089125436966585,3.0
958,ROOM_0002,2025-01-02 08:02:00,2025-01-02 05:00:42,1317,2307,197.0,164.0,191.0,1882.0,0.0908607863974495,248222.0,31924.0,0.1436415789092022,0.029508,18,2339.82,18,0.4285714285714326,1243.2625,352.6885,0.1759465478841871,0.1918803418803419,87545.05,2.0,5.0,0.0,0.0175438596491228,0.0233918128654871,33.0,0.0144092219020172,0.008958777095602,3.0
959,ROOM_0002,2025-01-02 08:03:00,2025-01-02 05:00:42,1317,2307,193.0,172.0,210.0,1825.0,0.0964383561643835,250047.0,32100.0,0.1434370338376385,0.029439,3,89.97,3,0.0,49.2986,350.4742,0.1755555555555555,0.1910016977928692,87635.02,1.0,6.0,2.0,0.0113636363636363,0.0170454545454603,33.0,0.014423676012461,0.0089719626168224,3.0
960,ROOM_0002,2025-01-02 08:04:00,2025-01-02 05:00:42,1317,2307,194.0,160.0,189.0,1775.0,0.1087323943661971,251822.0,32293.0,0.1432758059264083,0.029356,3,89.97,3,1.4210854715202004e-14,50.6873,348.3611,0.1747787610619469,0.1910397295012679,87724.99,2.0,4.0,2.0,0.0,0.0207253886010459,33.0,0.0144613383705447,0.0089183414362245,3.0
961,ROOM_0002,2025-01-02 08:05:00,2025-01-02 05:00:42,1317,2307,148.0,150.0,160.0,1813.0,0.1384445670159955,253635.0,32544.0,0.1433950361740296,0.029222,3,89.97,3,0.4999999999999964,49.6249,346.2257,0.1776315789473684,0.1913554343264792,87814.96,1.0,7.0,2.0,0.0119521912350597,0.0159362549800688,33.0,0.0144727138643067,0.0089417404129793,3.0
962,ROOM_0002,2025-01-02 08:06:00,2025-01-02 05:00:42,1317,2307,185.0,150.0,167.0,1700.0,0.048235294117647,255335.0,32626.0,0.1428202165782207,0.029271,4,119.96,4,0.1999999999999971,70.5647,344.3904,0.1778741865509761,0.1919233971690258,87934.92,3.0,7.0,2.0,0.0121951219512195,0.0121951219512208,33.0,0.0144669895175626,0.0089499172439158,3.0
963,ROOM_0002,2025-01-02 08:07:00,2025-01-02 05:00:42,1317,2307,169.0,156.0,168.0,1674.0,0.0949820788530465,257009.0,32785.0,0.1425708827317331,0.029648,17,2209.83,17,0.6,1320.0896,350.7455,0.1824034334763948,0.1931205967675093,90144.75,2.0,7.0,0.0,0.0062893081761006,0.0251572327043989,33.0,0.0145188348330028,0.008937013878298,3.0
964,ROOM_0002,2025-01-02 08:08:00,2025-01-02 05:00:42,1317,2307,166.0,162.0,152.0,1628.0,0.0866093366093366,258637.0,32926.0,0.1422920927786821,0.029612,3,89.97,3,0.1666666666666666,55.2641,348.8856,0.1822033898305084,0.1941587823940765,90234.72,1.0,5.0,0.0,0.0283687943262411,0.0141843971631314,33.0,0.0145174026605114,0.0090202271760918,3.0
965,ROOM_0002,2025-01-02 08:09:00,2025-01-02 05:00:42,1317,2307,180.0,173.0,173.0,1573.0,0.101716465352829,260210.0,33086.0,0.1421467276430575,0.02959,4,119.96,4,0.0,76.2619,347.2375,0.1814345991561181,0.193390452876377,90354.68,4.0,7.0,0.0,0.00625,0.0062500000000021,33.0,0.0144774224747627,0.0090068306836728,3.0
966,ROOM_0002,2025-01-02 08:10:00,2025-01-02 05:00:42,1317,2307,160.0,174.0,165.0,1594.0,0.0859473023839397,261804.0,33223.0,0.1419153259690455,0.029588,4,119.96,4,0.2500000000000035,75.2572,345.5816,0.1820083682008368,0.1939935064935065,90474.64,2.0,4.0,1.0,0.0145985401459854,0.0437956204379466,33.0,0.0145983204406585,0.0090298889323661,3.0
967,ROOM_0002,2025-01-02 08:11:00,2025-01-02 05:00:42,1317,2307,170.0,157.0,166.0,1659.0,0.0843881856540084,263463.0,33363.0,0.1416631557372382,0.029584,4,119.96,4,0.3999999999999943,72.3086,343.8608,0.1842650103519668,0.1941318327974276,90594.6,4.0,5.0,2.0,0.0214285714285714,0.0071428571428538,33.0,0.0145670353385486,0.0090819170937865,3.0
968,ROOM_0002,2025-01-02 08:12:00,2025-01-02 05:00:42,1317,2307,159.0,161.0,160.0,1717.0,0.1030867792661619,265180.0,33540.0,0.1415001131307036,0.029964,18,2339.82,18,0.0,1362.7373,350.4579,0.1842650103519668,0.1920477137176938,92934.42,3.0,6.0,0.0,0.0169491525423728,0.022598870056501,33.0,0.0146094215861657,0.00912343470483,3.0
969,ROOM_0002,2025-01-02 08:13:00,2025-01-02 05:00:42,1317,2307,207.0,169.0,208.0,1749.0,0.082904516866781,266929.0,33685.0,0.1411873569376126,0.029924,3,89.97,3,0.061168384879726,51.4408,348.4986,0.1835051546391752,0.1920189648360332,93024.39,3.0,5.0,0.0,0.0137931034482758,0.0482758620689772,33.0,0.0147543416951165,0.009143535698382,3.0
970,ROOM_0002,2025-01-02 08:14:00,2025-01-02 05:00:42,1317,2307,212.0,160.0,200.0,1813.0,0.1230005515719801,268742.0,33908.0,0.1408376807495664,0.029845,4,119.96,4,0.1632989690721672,66.1666,346.5939,0.1832993890020366,0.1925490196078431,93144.35,3.0,9.0,0.0,0.0269058295964125,0.0089686098654662,33.0,0.0147162911407337,0.0092603515394597,3.0
971,ROOM_0002,2025-01-02 08:15:00,2025-01-02 05:00:42,1317,2307,223.0,184.0,217.0,1969.0,0.0446927374301676,270711.0,33996.0,0.1405410197590788,0.029886,4,119.96,4,0.3333333333333333,60.9243,344.5161,0.1842105263157894,0.1919191919191919,93264.31,4.0,3.0,1.0,0.0113636363636363,0.0113636363636253,34.0,0.0147076126603129,0.0092657959759971,3.0
972,ROOM_0002,2025-01-02 08:16:00,2025-01-02 05:00:42,1317,2307,246.0,185.0,201.0,1915.0,0.0924281984334203,272626.0,34173.0,0.1403204389896781,0.029848,4,119.96,4,0.3333333333333381,62.6423,342.5362,0.186,0.1926782273603083,93384.27,4.0,9.0,0.0,0.0169491525423728,0.0112994350282508,34.0,0.0146899599098703,0.0093055921341409,3.0
973,ROOM_0002,2025-01-02 08:17:00,2025-01-02 05:00:42,1317,2307,222.0,214.0,234.0,2188.0,0.0808957952468007,274814.0,34350.0,0.1399601184801356,0.030247,19,2469.81,19,0.3333333333333286,1128.798,348.7962,0.1868787276341948,0.1925727411944869,95854.08,6.0,10.0,0.0,0.0225988700564971,0.0169491525423738,34.0,0.0147016011644832,0.0093740902474526,3.0
974,ROOM_0002,2025-01-02 08:18:00,2025-01-02 05:00:42,1317,2307,241.0,197.0,231.0,2324.0,0.0740103270223752,277138.0,34522.0,0.1395189400226602,0.030213,4,119.96,4,2.0301221021717147e-15,51.6179,346.3042,0.1843137254901961,0.1929625425652667,95974.04,6.0,9.0,1.0,0.0290697674418604,0.0174418604651179,34.0,0.0147152540409014,0.0094722206129424,3.0
975,ROOM_0002,2025-01-02 08:19:00,2025-01-02 05:00:42,1317,2307,249.0,205.0,256.0,2365.0,0.0748414376321353,279503.0,34699.0,0.1390718525382554,0.030174,4,119.96,4,0.0,50.723,343.8031,0.1825242718446602,0.1940467219291635,96094.0,6.0,7.0,0.0,0.0282485875706214,0.016949152542369,34.0,0.0147266491829735,0.0095679990777832,3.0
976,ROOM_0002,2025-01-02 08:20:00,2025-01-02 05:00:42,1317,2307,333.0,198.0,335.0,2428.0,0.0770181219110378,281931.0,34886.0,0.1386225707708623,0.030127,4,119.96,4,0.1999999999999914,49.4069,341.2678,0.1826923076923076,0.1944652206432311,96213.96,4.0,3.0,2.0,0.0374331550802139,0.0160427807486624,34.0,0.0147337040646677,0.0097173651321447,3.0
977,ROOM_0002,2025-01-02 08:21:00,2025-01-02 05:00:42,1317,2307,367.0,198.0,336.0,2477.0,0.0775131207105369,284408.0,35078.0,0.1381606705859188,0.030104,5,149.95,5,4.736951571734001e-15,60.5369,338.8228,0.1816443594646271,0.1934887162412134,96363.91,3.0,6.0,0.0,0.0260416666666666,0.0208333333333315,34.0,0.014767090484064,0.0098067164604595,3.0
978,ROOM_0002,2025-01-02 08:22:00,2025-01-02 05:00:42,1317,2307,291.0,237.0,286.0,2660.0,0.0706766917293233,287068.0,35266.0,0.1376746972842671,0.030511,20,2599.8,20,9.473903143468002e-15,977.3684,344.7396,0.1806083650190114,0.193311282616685,98963.71,0.0,6.0,0.0,0.0212765957446808,0.0212765957446941,34.0,0.0148017920943685,0.0098678613962456,3.0
979,ROOM_0002,2025-01-02 08:23:00,2025-01-02 05:00:42,1317,2307,303.0,236.0,313.0,2842.0,0.0749472202674173,289910.0,35479.0,0.1372080990652271,0.030497,6,179.94,6,0.0,63.3146,341.9808,0.1792452830188679,0.1936426744610888,99143.65,0.0,0.0,0.0,0.0093896713615023,0.0328638497652491,34.0,0.014910228585924,0.0098649905577947,3.0
980,ROOM_0002,2025-01-02 08:24:00,2025-01-02 05:00:42,1317,2307,368.0,205.0,346.0,2912.0,0.0800137362637362,292822.0,35712.0,0.1367212846029328,0.030438,5,149.95,5,0.0,51.4938,339.092,0.1782363977485928,0.1929761042722664,99293.6,1.0,3.0,0.0,0.0,0.0128755364806935,34.0,0.0148969534050179,0.0098006272401433,3.0
981,ROOM_0002,2025-01-02 08:25:00,2025-01-02 05:00:42,1317,2307,359.0,231.0,343.0,3087.0,0.0796890184645286,295909.0,35958.0,0.1362547269599775,0.030341,4,119.96,4,0.4000000000000057,38.8597,335.9599,0.1802973977695167,0.1930391101542877,99413.56,1.0,5.0,1.0,0.0,0.0081300813008162,34.0,0.014850659102286,0.009733578063296,3.0
982,ROOM_0002,2025-01-02 08:26:00,2025-01-02 05:00:42,1317,2307,322.0,235.0,348.0,4786.0,0.0936063518595904,300695.0,36406.0,0.1357987329353664,0.030077,4,119.96,4,0.0,25.0648,331.0116,0.1802973977695167,0.1910511363636363,99533.52,4.0,5.0,0.0,0.0022321428571428,0.0111607142857074,34.0,0.0148052518815579,0.0096412679228698,3.0
983,ROOM_0002,2025-01-02 08:27:00,2025-01-02 05:00:42,1317,2307,332.0,211.0,297.0,1720.0,0.0848837209302325,302415.0,36552.0,0.1355752856174462,0.03045,18,2339.82,18,0.0,1360.3605,336.866,0.1792975970425138,0.1904929577464788,101873.34,2.0,7.0,1.0,0.0068493150684931,0.0205479452054981,34.0,0.0148281899759247,0.0096301159991245,3.0
984,ROOM_0002,2025-01-02 08:28:00,2025-01-02 05:00:42,1317,2307,321.0,243.0,309.0,3415.0,0.0890190336749634,305830.0,36856.0,0.1351698656116143,0.030253,2,59.98,2,0.2000000000000056,17.5637,333.3006,0.1794871794871795,0.1897810218978102,101933.32,6.0,2.0,0.0,0.0131578947368421,0.0032894736842,34.0,0.0147330149772085,0.0096592142392012,3.0
